INSTNM,CITY,STABBR,REGION,LOCALE,RELAFFIL,ADM_RATE,UGDS,ACTCM25,ACTCM75,SATVR25,SATVR75,SATMT25,SATMT75,MENONLY,WOMENONLY,HBCU,ANNHI,TRIBAL,AANAPII,HSI,NANTI,CCSIZSET,NPT4_PUB,NPT4_PRIV,C150_4,C150_L4,,
Universidad Ana G. Mendez-Cupey Campus,San Juan,PR,9,11,NULL,NULL,7003,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,15,NULL,6927,0.3417,NULL,,
Conservatory of Music of Puerto Rico,San Juan,PR,9,11,NULL,0.8,351,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,5043,NULL,0.6,NULL,,
Center for Advanced Studies On Puerto Rico and the Caribbean,San Juan,PR,9,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
EDP University of Puerto Rico Inc-San Sebastian,San Sebastian,PR,9,21,NULL,0.9514,917,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,5518,0.6286,NULL,,
Emma's Beauty Academy-Mayaguez,Mayaguez,PR,9,13,NULL,NULL,318,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,3899,NULL,0.7127,,
Escuela de Artes Plasticas y Diseno de Puerto Rico,San Juan,PR,9,11,NULL,0.8864,405,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,2482,NULL,0.1538,NULL,,
Instituto Tecnologico de Puerto Rico-Recinto de Manati,Manati,PR,9,21,NULL,0.8824,452,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,2,2987,NULL,NULL,0.6921,,
Huertas College,Caguas,PR,9,13,NULL,NULL,488,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,5040,0.5188,NULL,,
Humacao Community College,Humacao,PR,9,21,NULL,NULL,301,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,3729,0.5921,NULL,,
ICPR Junior College-Arecibo,Arecibo,PR,9,13,NULL,NULL,227,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,7936,NULL,0.4894,,
ICPR Junior College-Mayaguez,Mayaguez,PR,9,13,NULL,NULL,324,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,6991,NULL,0.4935,,
Richport Technical College,Baton Rouge,LA,5,21,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,3308,NULL,0.9077,,
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,Guayama,PR,9,13,NULL,0.8631,383,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,2597,NULL,NULL,0.3574,,
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Ponce,PR,9,12,NULL,1,132,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,-2,1266,NULL,NULL,0.2606,,
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,San Juan,PR,9,11,NULL,0.8434,298,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,2,1067,NULL,NULL,0.3224,,
Inter American University of Puerto Rico-San German,San German,PR,9,13,NULL,0.4458,3090,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,8335,0.4361,NULL,,
Inter American University of Puerto Rico-Aguadilla,Aguadilla,PR,9,21,NULL,0.4271,3271,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,7254,0.3241,NULL,,
Inter American University of Puerto Rico-Arecibo,Arecibo,PR,9,13,NULL,0.3899,2955,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,7555,0.3284,NULL,,
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,9,21,NULL,0.4083,1170,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,7197,0.4011,NULL,,
Inter American University of Puerto Rico-Metro,San Juan,PR,9,11,NULL,0.6163,4374,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,11242,0.3527,NULL,,
Inter American University of Puerto Rico-Ponce,Mercedita,PR,9,22,NULL,0.3542,3359,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,7867,0.4026,NULL,,
Inter American University of Puerto Rico-Fajardo,Fajardo,PR,9,23,NULL,0.4949,1488,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,8214,0.284,NULL,,
Inter American University of Puerto Rico-Guayama,Guayama,PR,9,13,NULL,0.4204,1521,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,7967,0.328,NULL,,
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,9,12,NULL,0.4804,4016,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,8072,0.3228,NULL,,
Inter American University of Puerto Rico-School of Law,San Juan,PR,9,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
International Technical College,San Juan,PR,9,11,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,16456,NULL,0.5506,,
Liceo de Arte y Tecnologia,San Juan,PR,9,11,NULL,NULL,896,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,6790,NULL,0.5985,,
Modern Hairstyling Institute-Bayamon,Bayamon,PR,9,12,NULL,0.825,125,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,4863,NULL,0.7372,,
Modern Hairstyling Institute-Arecibo,Arecibo,PR,9,13,NULL,0.713,61,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,4443,NULL,0.7299,,
NUC University,Bayamon,PR,9,12,NULL,NULL,22080,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,NULL,12260,0.6733,NULL,,
Ponce Health Sciences University,Ponce,PR,9,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
University of Puerto Rico-Aguadilla,Aguadilla,PR,9,21,NULL,0.8823,2403,NULL,NULL,458,560,432,547,0,0,0,0,0,0,1,0,12,4603,NULL,0.5068,NULL,,
University of Puerto Rico-Arecibo,Arecibo,PR,9,13,NULL,0.6102,3378,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,10366,NULL,0.4956,NULL,,
University of Puerto Rico-Bayamon,Bayamon,PR,9,12,NULL,0.9107,3592,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,6989,NULL,0.2882,NULL,,
University of Puerto Rico-Carolina,Carolina,PR,9,21,NULL,0.429,2488,NULL,NULL,455,559,418,529,0,0,0,0,0,0,1,0,12,7914,NULL,0.4595,NULL,,
University of Puerto Rico-Cayey,Cayey,PR,9,21,NULL,0.8936,2951,NULL,NULL,496,585,464,574,0,0,0,0,0,0,1,0,12,6043,NULL,0.5184,NULL,,
University of Puerto Rico-Humacao,Humacao,PR,9,21,NULL,0.532,3049,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,9107,NULL,0.5212,NULL,,
University of Puerto Rico-Utuado,Utuado,PR,9,41,NULL,0.6771,539,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,11635,NULL,0.198,NULL,,
University of Puerto Rico-Mayaguez,Mayaguez,PR,9,13,NULL,0.674,11776,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,15,10975,NULL,0.457,NULL,,
University of Puerto Rico-Medical Sciences,San Juan,PR,9,11,NULL,NULL,357,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,NULL,NULL,NULL,,
University of Puerto Rico at Ponce,Ponce,PR,9,12,NULL,0.5029,2380,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,7746,NULL,0.4766,NULL,,
University of Puerto Rico-Rio Piedras,San Juan,PR,9,11,NULL,0.4865,10784,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,15,8183,NULL,0.5322,NULL,,
Universidad Ana G. Mendez-Carolina Campus,Carolina,PR,9,21,NULL,NULL,6574,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,7271,0.3783,NULL,,
Universidad del Sagrado Corazon,Santurce,PR,9,11,30,0.4331,4067,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,13034,0.4319,NULL,,
Seminario Evangelico de Puerto Rico,San Juan,PR,9,11,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Universidad Central Del Caribe,Bayamon,PR,9,12,NULL,0.8571,123,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,8512,0.1,NULL,,
Universidad Politecnica de Puerto Rico,Hato Rey,PR,9,11,NULL,NULL,3686,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,15529,0.2409,NULL,,
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,9,13,30,0.9656,894,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,8195,0.3106,NULL,,
Universidad Ana G. Mendez-Gurabo Campus,Gurabo,PR,9,21,NULL,NULL,10896,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,15,NULL,7169,0.3273,NULL,,
College of Micronesia-FSM,Pohnpei,FM,9,-3,NULL,0.8321,1850,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,2,7999,NULL,0.2337,NULL,,
Palau Community College,Koror,PW,9,-3,NULL,NULL,553,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,1,1966,NULL,NULL,0.2617,,
University of the Virgin Islands,Charlotte Amalie,VI,9,33,NULL,0.9969,1523,14,18,430,530,383,490,0,0,1,0,0,0,0,0,9,9952,NULL,0.3014,NULL,,
Stanford University,Stanford,CA,8,21,NULL,0.0519,6366,31,35,700,770,720,800,0,0,0,0,0,0,0,0,17,NULL,12894,0.9523,NULL,,
Purdue University-Main Campus,West Lafayette,IN,3,13,NULL,0.6715,35517,25,33,580,680,590,740,0,0,0,0,0,0,0,0,16,13377,NULL,0.8281,NULL,,
Blue Hills Regional Technical School,Canton,MA,1,21,NULL,0.1333,36,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0,,
Parker University,Dallas,TX,6,11,NULL,NULL,462,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,23563,0.7614,NULL,,
EDP University of Puerto Rico Inc-San Juan,San Juan,PR,9,11,NULL,0.558,1233,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,6169,0.3846,NULL,,
ICPR Junior College,Hato Rey,PR,9,11,NULL,NULL,431,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,7806,NULL,0.5208,,
City College-Fort Lauderdale,Fort Lauderdale,FL,5,12,NULL,0.8889,215,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,19072,0.2759,NULL,,
Meridian College,Sarasota,FL,5,41,NULL,NULL,194,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,15621,NULL,0.604,,
Georgia State University-Perimeter College,Atlanta,GA,5,11,NULL,0.7806,14989,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,5,9316,NULL,NULL,0.2204,,
Georgia Piedmont Technical College,Clarkston,GA,5,21,NULL,NULL,1898,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,3708,NULL,NULL,0.4706,,
ETI School of Skilled Trades,Willowbrook,IL,3,21,NULL,NULL,321,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,26889,NULL,0.8241,,
Traxlers School of Hair,Jackson,MS,5,12,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,8496,NULL,0.5,,
Warren County Community College,Washington,NJ,2,31,NULL,NULL,898,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,4960,NULL,NULL,0.4507,,
St. John's College,Santa Fe,NM,6,41,NULL,0.6891,268,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,8,NULL,24672,0.7344,NULL,,
Bais Medrash Elyon,Monsey,NY,2,21,NULL,0.3636,25,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,8,NULL,8322,NULL,NULL,,
Antioch University-Los Angeles,Culver City,CA,8,21,NULL,NULL,148,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
Antioch University-Santa Barbara,Santa Barbara,CA,8,13,NULL,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,NULL,NULL,NULL,,
Antioch University-New England,Keene,NH,1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Antioch University-Seattle,Seattle,WA,8,11,NULL,NULL,93,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
Antioch University,Yellow Springs,OH,3,41,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
Mid-America Christian University,Oklahoma City,OK,6,11,57,NULL,1396,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,18635,0.4331,NULL,,
Miller-Motte College-Platt College-Tulsa,Tulsa,OK,6,11,NULL,NULL,167,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,27130,NULL,0.6875,,
Ponca City Beauty College,Ponca City,OK,6,33,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,5320,NULL,0.5556,,
Francis Tuttle Technology Center,Oklahoma City,OK,6,11,NULL,NULL,638,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,4251,NULL,NULL,0.3469,,
Central Technology Center,Drumright,OK,6,42,NULL,NULL,1167,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0.6936,,
Carrington College-Portland,Portland,OR,8,11,NULL,NULL,330,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,25689,NULL,0.6373,,
Career Technology Center of Lackawanna County,Scranton,PA,2,13,NULL,NULL,64,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,16424,NULL,NULL,0.75,,
Houston Graduate School of Theology,Houston,TX,6,11,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Palo Alto College,San Antonio,TX,6,11,NULL,NULL,7999,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,5601,NULL,NULL,0.294,,
Sebring Career Schools-Huntsville,Huntsville,TX,6,32,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,17644,NULL,0.3636,,
UCAS University of Cosmetology Arts & Sciences-San Antonio 410,San Antonio,TX,6,21,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,23498,NULL,0.3333,,
Central Texas Beauty College-Round Rock,Round Rock,TX,6,12,NULL,NULL,156,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,10702,NULL,0.6095,,
Unification Theological Seminary,New York,NY,2,11,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,0,NULL,,
Athens Technical College,Athens,GA,5,12,NULL,NULL,3411,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,4759,NULL,NULL,0.3661,,
GateWay Community College-Central City,Phoenix,AZ,6,11,NULL,NULL,524,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,2109,NULL,NULL,0.8493,,
Carrington College-San Leandro Campus,San Leandro,CA,8,21,NULL,NULL,259,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,27754,NULL,0.5,,
Headmasters School of Hair Design,Lewiston,ID,7,13,NULL,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,11667,NULL,0.6,,
The Salon Professional Academy-Nampa,Nampa,ID,7,22,NULL,NULL,91,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,12295,NULL,0.8519,,
Beckfield College-Florence,Florence,KY,5,21,NULL,0.7957,748,18,22,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,28789,0.3793,NULL,,
Dorsey College-Wayne,Wayne,MI,3,21,NULL,NULL,253,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,36018,NULL,0.5833,,
Ecumenical Theological Seminary,Detroit,MI,3,11,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
Ross Medical Education Center-Saginaw,Saginaw,MI,3,22,NULL,NULL,131,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,18951,NULL,0.6706,,
Sussex County Community College,Newton,NJ,2,31,NULL,NULL,1817,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,11710,NULL,NULL,0.3918,,
Landmark College,Putney,VT,1,42,NULL,0.5482,367,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,8,NULL,44522,0.3431,NULL,,
Yeshiva Gedolah of Greater Detroit,Oak Park,MI,3,21,NULL,0.9286,50,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,8,NULL,10103,0.3158,NULL,,
Austin Graduate School of Theology,Austin,TX,6,11,74,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
Collin County Community College District,McKinney,TX,6,22,NULL,NULL,24568,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,5,7040,NULL,0.1628,NULL,,
Owensboro Community and Technical College,Owensboro,KY,5,41,NULL,NULL,2228,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,5542,NULL,NULL,0.4078,,
Allure Beauty College,Whitesburg,KY,5,43,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,11664,NULL,1,,
Cloyd's Beauty School 3 Inc,Monroe,LA,5,13,NULL,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,6042,NULL,0.6429,,
Moore Norman Technology Center,Norman,OK,6,41,NULL,NULL,979,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,6267,NULL,NULL,0.5197,,
Fayette County Career & Technical Institute Practical Nursing Program,Uniontown,PA,2,23,NULL,NULL,33,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,10182,NULL,NULL,0.6875,,
Franklin County Career and Technology Center,Chambersburg,PA,2,41,NULL,0.5385,62,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,28351,NULL,NULL,0.6087,,
Paul Mitchell the School-Knoxville,Knoxville,TN,5,12,NULL,NULL,164,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,15460,NULL,0.4211,,
Ogle School Hair Skin Nails-Hurst,Hurst,TX,6,21,NULL,NULL,152,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,21796,NULL,0.6911,,
Tennessee College of Applied Technology Nashville,Nashville,TN,5,11,NULL,NULL,757,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,7402,NULL,NULL,0.7249,,
ECPI University,Virginia Beach,VA,5,11,NULL,0.8035,13869,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,15,NULL,22432,0.4309,NULL,,
Ms Roberts Academy of Beauty Culture,Hillside,IL,3,21,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,10113,NULL,0.3333,,
Paul Mitchell the School-Houston,Houston,TX,6,11,NULL,NULL,359,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,28974,NULL,0.6835,,
TDDS Technical Institute,Lake Milton,OH,3,41,NULL,NULL,169,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0.7465,,
Fortis Institute-Forty Fort,Forty Fort,PA,2,21,NULL,NULL,182,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,17597,NULL,0.6,,
Laurel Business Institute,Uniontown,PA,2,23,NULL,0.9543,235,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,8525,NULL,0.7714,,
Aviation Institute of Maintenance-Philadelphia,Philadelphia,PA,2,11,NULL,NULL,358,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,20475,NULL,0.6735,,
Dorsey College-Roseville,Roseville,MI,3,21,NULL,NULL,403,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,26067,NULL,0.3361,,
Moler-Pickens Beauty Academy,Fairfield,OH,3,21,NULL,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,11326,NULL,0.75,,
Red River Technology Center,Duncan,OK,6,32,NULL,NULL,514,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0.5128,,
Southern Union State Community College,Wadley,AL,5,43,NULL,NULL,3475,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,8036,NULL,NULL,0.2378,,
South University-Columbia,Columbia,SC,5,21,NULL,NULL,518,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,20761,0.0625,NULL,,
Clinton Technical School,Clinton,MO,4,33,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,14788,NULL,NULL,0.6538,,
Greene County Career and Technology Center,Waynesburg,PA,2,32,NULL,1,12,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,17107,NULL,NULL,0.4,,
Lac Courte Oreilles Ojibwe College,Hayward,WI,3,42,NULL,NULL,242,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,1,0,0,0,1,7702,NULL,0.0702,NULL,,
Diesel Driving Academy-Shreveport,Shreveport,LA,5,12,NULL,NULL,249,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,13482,NULL,0.7638,,
Pima Medical Institute-Mesa,Mesa,AZ,6,11,NULL,NULL,822,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,NULL,21493,NULL,0.7093,,
Platt College-Los Angeles,Alhambra,CA,8,21,NULL,NULL,717,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,24944,0.7057,NULL,,
Platt College-Aurora,Aurora,CO,7,11,NULL,0.4545,227,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,41735,0,NULL,,
Paul Mitchell the School-Boise,Boise,ID,7,12,NULL,NULL,242,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,19387,NULL,0.568,,
Educators of Beauty College of Cosmetology-Rockford,Rockford,IL,3,12,NULL,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,12633,NULL,0.6491,,
Northwestern College,Bridgeview,IL,3,21,NULL,0.8065,462,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,24197,0.6667,NULL,,
Douglas J Aveda Institute,East Lansing,MI,3,13,NULL,NULL,803,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,23434,NULL,0.7768,,
Ross Medical Education Center-Brighton,Brighton,MI,3,22,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,18410,NULL,0.7843,,
Ross Medical Education Center-Ann Arbor,Ann Arbor,MI,3,21,NULL,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,17144,NULL,0.6154,,
Taylortown School of Beauty Inc,Taylor,MI,3,13,NULL,NULL,163,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,16568,NULL,0.3797,,
Pike-Lincoln Technical Center,Eolia,MO,4,43,NULL,NULL,39,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,4533,NULL,NULL,0.7222,,
West Virginia Junior College-United Career Institute,Mount Braddock,PA,2,41,NULL,NULL,73,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,10384,NULL,0.6875,,
Bethel Seminary-San Diego,San Diego,CA,8,11,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
St Charles Community College,Cottleville,MO,4,21,NULL,NULL,5596,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,3248,NULL,NULL,0.2872,,
University of Massachusetts Global,Irvine,CA,8,11,NULL,0.9498,5879,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,NULL,27866,0.0833,NULL,,
New College of Florida,Sarasota,FL,5,13,NULL,0.6997,646,25,30,610,705,550,670,0,0,0,0,0,0,0,0,8,10272,NULL,0.6383,NULL,,
Montana Bible College,Bozeman,MT,7,41,42,0.7857,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,0.4286,NULL,,
